Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Rock Crystal Ore
appliedenergistics2:facade:0, Cable Facade - Starmetal Ore
appliedenergistics2:facade:0, Cable Facade - Aquamarine Shale
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Marble
appliedenergistics2:facade:0, Cable Facade - Runed Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Bricks
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Pillar
appliedenergistics2:facade:0, Cable Facade - Sooty Marble Arch
appliedenergistics2:facade:0, Cable Facade - Chiseled Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Engraved Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Runed Sooty Marble
appliedenergistics2:facade:0, Cable Facade - Infused Wood
appliedenergistics2:facade:0, Cable Facade - Infused Wood Planks
appliedenergistics2:facade:0, Cable Facade - Infused Wood Column
appliedenergistics2:facade:0, Cable Facade - Infused Wood Arch
appliedenergistics2:facade:0, Cable Facade - Engraved Infused Wood
appliedenergistics2:facade:0, Cable Facade - Enriched Infused Wood
appliedenergistics2:facade:0, Cable Facade - Vibrant Infused Wood
appliedenergistics2:facade:0, Cable Facade - Neromantic Prime
appliedenergistics2:facade:0, Cable Facade - Fysallidic Prime
appliedenergistics2:facade:0, Cable Facade - Gaia Block
appliedenergistics2:facade:0, Cable Facade - Gunpowder Block
appliedenergistics2:facade:0, Cable Facade - Redstone Sand
appliedenergistics2:facade:0, Cable Facade - Variable Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Ender Pearl Block
appliedenergistics2:facade:0, Cable Facade - Rotten Flesh Block
appliedenergistics2:facade:0, Cable Facade - Smooth Glowstone
appliedenergistics2:facade:0, Cable Facade - Nether Gold Deposit
appliedenergistics2:facade:0, Cable Facade - Nether Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Nether Iron Ore
appliedenergistics2:facade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:facade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Redstone Ore
appliedenergistics2:facade:0, Cable Facade - End Coal Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Emerald Ore
appliedenergistics2:facade:0, Cable Facade - End Diamond Ore
appliedenergistics2:facade:0, Cable Facade - End Gold Ore
appliedenergistics2:facade:0, Cable Facade - End Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dry Peat Bog
appliedenergistics2:facade:0, Cable Facade - Saturated Peat Deposit
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Lift Receiver
appliedenergistics2:facade:0, Cable Facade - Redstone Notifier
appliedenergistics2:facade:0, Cable Facade - Native Copper Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Cupronickel Alloy Block
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Sand Bricks
appliedenergistics2:facade:0, Cable Facade - Earthy Bricks
appliedenergistics2:facade:0, Cable Facade - Charred Bricks
appliedenergistics2:facade:0, Cable Facade - Ashen Bricks
appliedenergistics2:facade:0, Cable Facade - Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Sand Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Earthy Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Charred Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Ashen Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Stone Smokestack
appliedenergistics2:facade:0, Cable Facade - Stone Brick Smokestack
appliedenergistics2:facade:0, Cable Facade - Solid Iron Smokestack
appliedenergistics2:facade:0, Cable Facade - Sheet Metal Smokestack
appliedenergistics2:facade:0, Cable Facade - Patterned Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Riveted Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Smooth Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Rusted Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Sheet Metal Siding
appliedenergistics2:facade:0, Cable Facade - Caution Striped Sheet Metal
appliedenergistics2:facade:0, Cable Facade - Thorny Hedge
appliedenergistics2:facade:0, Cable Facade - Hedge
appliedenergistics2:facade:0, Cable Facade - Assembly Line Casing
appliedenergistics2:facade:0, Cable Facade - Chemically Inert Casing
appliedenergistics2:facade:0, Cable Facade - Assembler Casing
appliedenergistics2:facade:0, Cable Facade - Integral Framework I
appliedenergistics2:facade:0, Cable Facade - Integral Framework II
appliedenergistics2:facade:0, Cable Facade - Integral Framework III
appliedenergistics2:facade:0, Cable Facade - Integral Framework IV
appliedenergistics2:facade:0, Cable Facade - Integral Framework V
appliedenergistics2:facade:0, Cable Facade - Integral Framework VI
appliedenergistics2:facade:0, Cable Facade - Integral Framework VII
appliedenergistics2:facade:0, Cable Facade - Integral Framework VIII
appliedenergistics2:facade:0, Cable Facade - Integral Framework IX
appliedenergistics2:facade:0, Cable Facade - Integral Framework X
appliedenergistics2:facade:0, Cable Facade - Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Borosilicate Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Nickel Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Chrome Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Tungsten Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Iridium Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Osmium Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - UV Power Cell
appliedenergistics2:facade:0, Cable Facade - ZPM Power Cell
appliedenergistics2:facade:0, Cable Facade - LUV Power Cell
appliedenergistics2:facade:0, Cable Facade - IV Power Cell
appliedenergistics2:facade:0, Cable Facade - EV Power Cell
appliedenergistics2:facade:0, Cable Facade - HV Power Cell
appliedenergistics2:facade:0, Cable Facade - Tungstensteel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Grisium Metal Casing
appliedenergistics2:facade:0, Cable Facade - Nitinol 60 Metal Casing
appliedenergistics2:facade:0, Cable Facade - Babbitt Alloy Metal Casing
appliedenergistics2:facade:0, Cable Facade - Black Steel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Stellite Metal Casing
appliedenergistics2:facade:0, Cable Facade - Invar Metal Casing
appliedenergistics2:facade:0, Cable Facade - Steel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Zirconium Carbide Metal Casing
appliedenergistics2:facade:0, Cable Facade - Lead Metal Casing
appliedenergistics2:facade:0, Cable Facade - Iron Metal Casing
appliedenergistics2:facade:0, Cable Facade - Stainless Steel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Talonite Metal Casing
appliedenergistics2:facade:0, Cable Facade - Titanium Metal Casing
appliedenergistics2:facade:0, Cable Facade - Inconel 625 Metal Casing
appliedenergistics2:facade:0, Cable Facade - Naquadria Metal Casing
appliedenergistics2:facade:0, Cable Facade - HSS-S Metal Casing
appliedenergistics2:facade:0, Cable Facade - Tumbaga Metal Casing
appliedenergistics2:facade:0, Cable Facade - Red Steel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Staballoy Metal Casing
appliedenergistics2:facade:0, Cable Facade - Eglin Steel Metal Casing
appliedenergistics2:facade:0, Cable Facade - Maraging Steel 250 Metal Casing
appliedenergistics2:facade:0, Cable Facade - HSS-G Metal Casing
appliedenergistics2:facade:0, Cable Facade - Hastelloy N Metal Casing
appliedenergistics2:facade:0, Cable Facade - Potin Metal Casing
appliedenergistics2:facade:0, Cable Facade - HG-1223 Metal Casing
appliedenergistics2:facade:0, Cable Facade - Aluminium Metal Casing
appliedenergistics2:facade:0, Cable Facade - Incoloy MA-956 Metal Casing
appliedenergistics2:facade:0, Cable Facade - Corporea Retainer Evaporator
appliedenergistics2:facade:0, Cable Facade - Red String Tile
appliedenergistics2:facade:0, Cable Facade - Corporea Tile
appliedenergistics2:facade:0, Cable Facade - Corporea Bricks
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap Stem
appliedenergistics2:facade:0, Cable Facade - Huge Baffle Cap
appliedenergistics2:facade:0, Cable Facade - Elemental Soil
appliedenergistics2:facade:0, Cable Facade - Caelic Soil
appliedenergistics2:facade:0, Cable Facade - Aqueous Soil
appliedenergistics2:facade:0, Cable Facade - Magmatic Soil
appliedenergistics2:facade:0, Cable Facade - Terran Soil
appliedenergistics2:facade:0, Cable Facade - Runestone
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Runestone Brick
appliedenergistics2:facade:0, Cable Facade - Chiseled Runestone
appliedenergistics2:facade:0, Cable Facade - Wildwood Leaves
appliedenergistics2:facade:0, Cable Facade - Wildwood Log
appliedenergistics2:facade:0, Cable Facade - Wildwood Planks
appliedenergistics2:facade:0, Cable Facade - Wildroot Rune
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Log
appliedenergistics2:facade:0, Cable Facade - Charred Planks
appliedenergistics2:facade:0, Cable Facade - Mud Block
appliedenergistics2:facade:0, Cable Facade - Mud Brick
appliedenergistics2:facade:0, Cable Facade - Pearl Block
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Block of Amethyst
appliedenergistics2:facade:0, Cable Facade - Amethyst Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
baubles:ring:0, Miner's Ring
enderio:item_enderface, Enderface
enderio:item_conduit_facade:0, Conduit Facade
enderio:item_conduit_facade:1, Hardened Conduit Facade
enderio:item_conduit_facade:2, Transparent Conduit Facade
enderio:item_conduit_facade:3, Transparent Hardened Conduit Facade
enderio:item_basic_capacitor:0, Basic Capacitor
enderio:item_basic_capacitor:1, Double-Layer Capacitor
enderio:item_basic_capacitor:2, Octadic Capacitor
enderio:block_alloy:0, Electrical Steel Block
enderio:block_alloy:1, Energetic Alloy Block
enderio:block_alloy:2, Vibrant Alloy Block
enderio:block_alloy:3, Redstone Alloy Block
enderio:block_alloy:4, Conductive Iron Block
enderio:block_alloy:5, Pulsating Iron Block
enderio:block_alloy:6, Dark Steel Block
enderio:block_alloy:7, Soularium Block
enderio:block_alloy:8, End Steel Block
enderio:block_alloy:9, Iron Alloy Block
enderio:item_alloy_ingot:0, Electrical Steel Ingot
enderio:item_alloy_ingot:1, Energetic Alloy Ingot
enderio:item_alloy_ingot:2, Vibrant Alloy Ingot
enderio:item_alloy_ingot:3, Redstone Alloy Ingot
enderio:item_alloy_ingot:4, Conductive Iron Ingot
enderio:item_alloy_ingot:5, Pulsating Iron Ingot
enderio:item_alloy_ingot:6, Dark Steel Ingot
enderio:item_alloy_ingot:7, Soularium Ingot
enderio:item_alloy_ingot:8, End Steel Ingot
enderio:item_alloy_ingot:9, Iron Alloy Ingot
enderio:item_alloy_nugget:0, Electrical Steel Nugget
enderio:item_alloy_nugget:1, Energetic Alloy Nugget
enderio:item_alloy_nugget:2, Vibrant Alloy Nugget
enderio:item_alloy_nugget:3, Redstone Alloy Nugget
enderio:item_alloy_nugget:4, Conductive Iron Nugget
enderio:item_alloy_nugget:5, Pulsating Iron Nugget
enderio:item_alloy_nugget:6, Dark Steel Nugget
enderio:item_alloy_nugget:7, Soularium Nugget
enderio:item_alloy_nugget:8, End Steel Nugget
enderio:item_alloy_nugget:9, Iron Alloy Nugget
enderio:item_alloy_ball:0, Electrical Steel Grinding Ball
enderio:item_alloy_ball:1, Energetic Alloy Grinding Ball
enderio:item_alloy_ball:2, Vibrant Alloy Grinding Ball
enderio:item_alloy_ball:3, Redstone Alloy Grinding Ball
enderio:item_alloy_ball:4, Conductive Iron Grinding Ball
enderio:item_alloy_ball:5, Pulsating Iron Grinding Ball
enderio:item_alloy_ball:6, Dark Steel Grinding Ball
enderio:item_alloy_ball:7, Soularium Grinding Ball
enderio:item_alloy_ball:8, End Steel Grinding Ball
enderio:item_alloy_ball:9, Iron Alloy Grinding Ball
enderio:item_material:0, Simple Machine Chassis
enderio:item_material:1, Industrial Machine Chassis
enderio:item_material:2, Machine Parts
enderio:item_material:3, Photovoltaic Plate
enderio:item_material:4, Conduit Binder
enderio:item_material:5, Silicon
enderio:item_material:6, Glider Wing
enderio:item_material:7, Glider Wings
enderio:item_material:8, Nutritious Stick
enderio:item_material:9, Wooden Gear
enderio:item_material:10, Stone Compound Gear
enderio:item_material:11, Infinity Bimetal Gear
enderio:item_material:12, Energized Bimetal Gear
enderio:item_material:13, Vibrant Bimetal Gear
enderio:item_material:14, Pulsating Crystal
enderio:item_material:15, Vibrant Crystal
enderio:item_material:16, Ender Crystal
enderio:item_material:17, Enticing Crystal
enderio:item_material:18, Weather Crystal
enderio:item_material:19, Prescient Crystal
enderio:item_material:20, Grains of Infinity
enderio:item_material:21, Flour
enderio:item_material:22, Conduit Binder Composite
enderio:item_material:23, Coal Powder
enderio:item_material:24, Iron Powder
enderio:item_material:25, Gold Powder
enderio:item_material:26, Copper Powder
enderio:item_material:27, Tin Powder
enderio:item_material:28, Ender Pearl Powder
enderio:item_material:29, Obsidian Powder
enderio:item_material:31, Cobalt Powder
enderio:item_material:32, Lapis Lazuli Powder
enderio:item_material:33, Quartz Powder
enderio:item_material:34, Grains of Prescience
enderio:item_material:35, Grains of Vibrancy
enderio:item_material:36, Grains of Piezallity
enderio:item_material:37, Grains of the End
enderio:item_material:38, Photovoltaic Composite
enderio:item_material:39, Enderium Base
enderio:item_material:40, Zombie Electrode
enderio:item_material:41, Z-Logic Controller
enderio:item_material:42, Frank'N'Zombie
enderio:item_material:43, Ender Resonator
enderio:item_material:44, Sentient Ender
enderio:item_material:45, Skeletal Contractor
enderio:item_material:46, Clippings and Trimmings
enderio:item_material:47, Twigs and Prunings
enderio:item_material:48, Organic Green Dye
enderio:item_material:49, Organic Brown Dye
enderio:item_material:50, Organic Black Dye
enderio:item_material:51, Industrial Dye Blend
enderio:item_material:52, Soul Attuned Dye Blend
enderio:item_material:53, Soul Machine Chassis
enderio:item_material:54, Enhanced Machine Chassis
enderio:item_material:55, Soulless Machine Chassis
enderio:item_material:56, Guardian Diode
enderio:item_material:57, Signalum Grinding Ball
enderio:item_material:58, Enderium Grinding Ball
enderio:item_material:59, Lumium Grinding Ball
enderio:item_material:60, Redstone Filter Base
enderio:item_material:61, Confusing Powder
enderio:item_material:62, Ender Fragment
enderio:item_material:63, Withering Dust
enderio:item_material:64, Remote Awareness Upgrade
enderio:item_material:65, Wireless Energy Transmitter Dish Assembly
enderio:item_material:66, End Steel Chassis
enderio:item_material:67, Enhanced Dye Blend
enderio:item_material:68, Enhanced Machine Parts
enderio:item_material:69, Simple Machine Parts
enderio:item_material:70, Cake Base
enderio:item_material:71, Infinity Rod
enderio:item_material:72, Nethercotta
enderio:item_material:73, Dark Bimetal Gear
enderio:item_material:74, Soul Powder
enderio:item_material:75, Infinity Reagent
enderio:item_material:76, Clay-Coated Glowstone Dust
enderio:item_material:77, Black Paper
enderio:item_broken_spawner:0, Broken Spawner
